Key,Context,Example,Source,de,es,fr,ja,ko,pt,zh-hans,zh-hant
RubyAmount,,200 Rubies,{1:int} Rubies,{1:int} Rubine,{1:int} Rubies,{1:int} rubis,,루비 {1:int}개,{1:int} Rubis,{1:int}红宝石,{1:int} 個紅寶石
NumBlueprintsOwned,,space after period essential,{1:int} blueprints owned.,{1:int} Entwürfe im Besitz. ,{1:int} blueprints owned.,{1:int} plans possédés.,持ってる設計図: {1:int},설계도 {1:int}개 보유.,{1:int} Diagramas Adquiridos.,已获得{1:int}图纸,已擁有 {1:int} 張設計圖。
ToolInfoJumpPower,,50% jump power,{1:int}% jump power,{1:int} % Sprungkraft,{1:int}% jump power,{1:int} % de puissance de saut,ジャンプ力{1:int}%,{1:int}% 점프력,{1:int}% Força de Pulo,{1:int}%跳跃力,{1:int}% 跳躍力量
ToolInfoWalkSpeed,,90% walk speed,{1:int}% walk speed,{1:int} % Gehtempo,{1:int}% walk speed,{1:int} % de vitesse de marche,歩くスピード{1:int}%,{1:int}% 걸음 속도,{1:int}% velocidade de movimento,{1:int}%步行速度,{1:int}% 步行速度
ToolInfoWalkSpeedCooldown,,90% walk speed during cooldown,{1:int}% walk speed during cooldown,{1:int} % Gehtempo bei Abklingzeit,{1:int}% walk speed during cooldown,{1:int} % de vitesse de marche pendant récupération,クールダウン中の歩くスピード{1:int}%,쿨다운 중 걷는 속도 {1:int}%,{1:int}% velocidade de movimento durante o tempo,{1:int}%冷却时间下的步行速度,{1:int}% 冷卻時的步行速度
SkinSpecial,,Redcliff Elite Torso Skin,{1} Skin,„{1}“-Skin,{1} Skin,Skin {1},{1}スキン,{1} 스킨,{1} Aparência,{1}皮肤,{1}外觀
SuperbossDefeated,,Cyclops Queen defeated!,{1} defeated!,{1} besiegt!,{1} defeated!,Tu as vaincu: {1}!,{1}を倒した！,{1} 패배!,{1} derrotada!,{1}已被击败！,已擊敗{1}！
RubyGift,,Jamie_Fristrom has given you Rubies,{1} has given you Rubies,{1} hat dir Rubine gegeben,{1} has given you Rubies,{1} t'a donné des rubis,{1}からルビーをもらった！,{1} 님이 루비를 줬습니다,{1} lhe deu Rubis,{1}赠送了你红宝石,{1} 給了你紅寶石
NextFloor,,Jamie_Fristrom is taking the heroes to the next floor,{1} is taking the heroes to the next floor,{1} bringt die Helden auf die nächste Ebene,{1} is taking the heroes to the next floor,{1} emmène les héros à l'étage suivant,{1}がヒーローを次のフロアへ連れて行った,{1} 님이 영웅을 다음 층으로 데려가고 있습니다,{1} está levando os heróis para o próximo andar,{1}正带着英雄前往下一层,{1} 正在帶領英雄們前往下一關卡
FurnishingFloorMax,,Pit Trap total maximum already built on this floor,{1} total maximum already built on floor,„{1}“-Maximum auf Ebene bereits gebaut,{1} total maximum already built on floor,Total max de {1} déjà construit à cet étage,フロアにビルドできる{1}が限界を越えました,층별 제작 한도({1}) 도달,{1} total máximo já construido no andar,{1}建造数已达到该层上限,此關卡的{1}建造數已達上限
explosiveDescription,,60% explosion damage,{amount:int}% explosion damage,{amount:int} % Explosionsschaden,{amount:int}% explosion damage,{amount:int} % de dégâts d'explosion,爆発ダメージ{amount:int}%,{amount:int}% 폭발 피해,{amount:int}% Dano de explosão,{amount:int}%爆炸伤害,{amount:int}% 爆炸殺傷力
FloorFullName,,Subdweller Colony Floor 2: Subcellar,{dungeonname} Floor {depth:int}: {floorname},„{dungeonname}“-Ebene {depth:int}: {floorname},{dungeonname} Floor {depth:int}: {floorname},{dungeonname} - Étage {depth:int}: {floorname},{dungeonname}フロア{depth:int}: {floorname},{dungeonname}층 {depth:int}: {floorname},{dungeonname} Andar {depth:int}: {floorname},{dungeonname}层{depth:int}：{floorname},{dungeonname}關卡 {depth:int}：{floorname}
,,,{number1} (Novice),,,,,,,,
,,,{number1} Coins,,,,,,,,
,,,{number1} DP,,,,,,,,
,,,{number1} blueprints owned.Earn {number2},,,,,,,,
,,,{number1}s,,,,,,,,
,,button for deleting item or character,💀Delete 💀,💀Löschen 💀,💀Delete 💀,💀Supprimer 💀,💀消す💀,💀삭제 💀,💀Deletar💀,💀删除💀,💀刪除💀
,,,💀Throw Away 💀,💀Wegwerfen 💀,💀Throw Away 💀,💀Jeter 💀,💀捨てる💀,💀버리기 💀,💀Jogar Fora💀,💀丢弃💀,💀丟棄💀
